1	2	934	948020.556567	2105027.97116	3105.23413545	0.0
1	2	1068	948019.275921	2105025.90326	3106.18625077	0.0
1	2	1941	947989.043943	2105025.28991	3121.43807316	0.0
1	2	1749	948018.671443	2105027.55747	3105.22503649	0.0
1	2	1274	948014.213698	2105018.04325	3116.49789976	0.0
1	2	125	947990.864399	2105025.02435	3121.71357624	0.0
1	2	2387	947992.936299	2105025.43124	3120.35467879	0.0
1	2	2027	947998.008208	2105024.78969	3119.28296058	0.0
1	2	2392	947996.112072	2105025.79441	3118.54914993	0.0
1	2	2905	947994.418388	2105025.62949	3119.50356016	0.0
1	2	2773	948000.756643	2105020.43082	3122.75274798	0.0
1	2	956	948005.52714	2105011.03491	3128.70510087	0.0
1	2	954	948008.309491	2105011.36255	3126.69145194	0.0
1	2	1636	948014.506191	2105014.36187	3120.23461984	0.0
1	2	1968	948003.553336	2105011.32293	3129.7065449	0.0
1	2	955	948010.444202	2105013.11373	3123.66706074	0.0
1	2	788	948012.651504	2105013.7126	3121.82039439	0.0
1	2	893	948021.080719	2105097.0065	3144.83851617	0.0
1	2	877	948023.399746	2105087.05174	3130.76011883	0.0
1	2	1140	948023.139122	2105084.96167	3127.58564957	0.0
1	2	931	948024.026163	2105083.00777	3125.39500614	0.0
1	2	958	948019.733607	2105100.83567	3149.83453724	0.0
1	2	964	948022.435083	2105091.00603	3136.00493074	0.0
1	2	605	948025.307193	2105081.15486	3123.8572985	0.0
1	2	1012	948018.281859	2105104.77439	3154.61214463	0.0
1	2	186	948014.571448	2105106.34167	3154.04169567	0.0
1	2	1187	948022.340657	2105088.91225	3132.6395065	0.0
1	2	1178	948021.128177	2105094.86136	3141.55883438	0.0
1	2	1459	948021.345433	2105092.82866	3138.33897781	0.0
1	2	1330	948018.473007	2105102.45569	3151.4268217	0.0
1	2	1297	948016.53899	2105106.41298	3155.49266219	0.0
1	2	2286	948009.462683	2105104.22	3149.55461164	0.0
1	2	2132	948011.253348	2105105.14897	3151.1679049	0.0
1	2	2566	947996.693978	2105094.07787	3134.63015884	0.0
1	2	2551	948012.614124	2105106.59381	3153.17133694	0.0
1	2	2644	948005.028163	2105106.00696	3150.72971084	0.0
1	2	1995	948003.601248	2105095.61725	3136.45705962	0.0
1	2	2869	948007.942449	2105105.35959	3150.54970071	0.0
1	2	2718	947999.507916	2105095.60637	3136.57776869	0.0
1	2	2583	948001.817313	2105096.12723	3137.23861024	0.0
1	2	2255	947998.314196	2105094.41008	3134.85345996	0.0
1	2	2129	947996.225509	2105092.27251	3131.77793623	0.0
1	2	2701	948006.625489	2105106.6674	3151.95558035	0.0
1	2	939	947982.594317	2105075.01945	3113.95968973	0.0
1	2	1091	947982.267539	2105071.88773	3111.28781243	0.0
1	2	1790	947983.336327	2105076.90599	3115.70255077	0.0
1	2	821	947983.158046	2105083.05882	3124.00297531	0.0
1	2	983	947982.936592	2105078.9114	3117.90324188	0.0
1	2	1720	947982.731663	2105070.43862	3109.89600837	0.0
1	2	1065	947983.770643	2105085.33918	3127.21069025	0.0
1	2	1918	947983.01067	2105073.24297	3112.06005017	0.0
1	2	1337	947983.682639	2105080.93514	3120.10911977	0.0
1	2	1355	947984.632124	2105086.89502	3128.76928583	0.0
1	2	211	947986.346356	2105087.58288	3129.19357608	0.0
1	2	2638	947996.25845	2105090.0707	3127.92765035	0.0
1	2	2552	947993.444775	2105086.38404	3122.55375781	0.0
1	2	2209	947988.965727	2105086.15056	3125.65964958	0.0
1	2	2431	947995.142936	2105087.2739	3122.95871394	0.0
1	2	2693	947995.220135	2105088.85556	3125.98814644	0.0
1	2	2600	947993.926498	2105082.0991	3115.97037391	0.0
1	2	2822	947987.396177	2105086.38883	3127.17968505	0.0
1	2	2974	947990.379549	2105086.05062	3124.31398625	0.0
