 9.4802277e+05  2.1050720e+06 
 9.4802270e+05  2.1050730e+06 
 9.4802263e+05  2.1050741e+06 
 9.4802255e+05  2.1050751e+06 
 9.4802246e+05  2.1050761e+06 
 9.4802237e+05  2.1050771e+06 
 9.4802226e+05  2.1050781e+06 
 9.4802215e+05  2.1050790e+06 
 9.4802204e+05  2.1050800e+06 
 9.4802191e+05  2.1050810e+06 
 9.4802178e+05  2.1050820e+06 
 9.4802164e+05  2.1050829e+06 
 9.4802149e+05  2.1050839e+06 
 9.4802134e+05  2.1050848e+06 
 9.4802118e+05  2.1050857e+06 
 9.4802101e+05  2.1050867e+06 
 9.4802083e+05  2.1050876e+06 
 9.4802065e+05  2.1050885e+06 
 9.4802046e+05  2.1050894e+06 
 9.4802026e+05  2.1050903e+06 
 9.4802006e+05  2.1050912e+06 
 9.4801985e+05  2.1050920e+06 
 9.4801964e+05  2.1050929e+06 
 9.4801941e+05  2.1050937e+06 
 9.4801919e+05  2.1050946e+06 
 9.4801895e+05  2.1050954e+06 
 9.4801871e+05  2.1050962e+06 
 9.4801846e+05  2.1050970e+06 
 9.4801821e+05  2.1050978e+06 
 9.4801795e+05  2.1050985e+06 
 9.4801769e+05  2.1050993e+06 
 9.4801742e+05  2.1051000e+06 
 9.4801714e+05  2.1051008e+06 
 9.4801686e+05  2.1051015e+06 
 9.4801658e+05  2.1051022e+06 
 9.4801628e+05  2.1051028e+06 
 9.4801599e+05  2.1051035e+06 
 9.4801569e+05  2.1051042e+06 
 9.4801538e+05  2.1051048e+06 
 9.4801507e+05  2.1051054e+06 
 9.4801475e+05  2.1051060e+06 
 9.4801443e+05  2.1051066e+06 
 9.4801411e+05  2.1051071e+06 
 9.4801378e+05  2.1051077e+06 
 9.4801345e+05  2.1051082e+06 
 9.4801311e+05  2.1051087e+06 
 9.4801277e+05  2.1051092e+06 
 9.4801243e+05  2.1051097e+06 
 9.4801208e+05  2.1051102e+06 
 9.4801173e+05  2.1051106e+06 
 9.4801137e+05  2.1051110e+06 
 9.4801102e+05  2.1051114e+06 
 9.4801066e+05  2.1051118e+06 
 9.4801029e+05  2.1051122e+06 
 9.4800993e+05  2.1051125e+06 
 9.4800956e+05  2.1051129e+06 
 9.4800919e+05  2.1051132e+06 
 9.4800881e+05  2.1051135e+06 
 9.4800844e+05  2.1051137e+06 
 9.4800806e+05  2.1051140e+06 
 9.4800768e+05  2.1051142e+06 
 9.4800730e+05  2.1051144e+06 
 9.4800692e+05  2.1051146e+06 
 9.4800654e+05  2.1051148e+06 
 9.4800615e+05  2.1051149e+06 
 9.4800577e+05  2.1051150e+06 
 9.4800538e+05  2.1051151e+06 
 9.4800499e+05  2.1051152e+06 
 9.4800461e+05  2.1051153e+06 
 9.4800422e+05  2.1051153e+06 
 9.4800383e+05  2.1051153e+06 
 9.4800344e+05  2.1051153e+06 
 9.4800305e+05  2.1051153e+06 
 9.4800266e+05  2.1051153e+06 
 9.4800228e+05  2.1051152e+06 
 9.4800189e+05  2.1051151e+06 
 9.4800150e+05  2.1051150e+06 
 9.4800112e+05  2.1051149e+06 
 9.4800073e+05  2.1051148e+06 
 9.4800035e+05  2.1051146e+06 
 9.4799997e+05  2.1051144e+06 
 9.4799958e+05  2.1051142e+06 
 9.4799921e+05  2.1051140e+06 
 9.4799883e+05  2.1051138e+06 
 9.4799845e+05  2.1051135e+06 
 9.4799808e+05  2.1051132e+06 
 9.4799771e+05  2.1051129e+06 
 9.4799734e+05  2.1051126e+06 
 9.4799697e+05  2.1051123e+06 
 9.4799661e+05  2.1051119e+06 
 9.4799625e+05  2.1051115e+06 
