50	947992.777183713	2105039.89349673	3170.06419572453
71	948004.388280666	2105106.95464297	3176.69127854109
72	948003.649064547	2105097.42526027	3175.39666292267
74	948002.3670596		2105078.05030375	3173.24190951843
78	948000.267271032	2105028.37359876	3171.95676545488
79	947998.9881039		2105018.36737147	3171.1325388597
80	947998.724561728	2105008.30177623	3172.45459715648
81	947998.153266755	2104998.17943908	3172.99443602314
82	947968.856305255	2105042.26460767	3166.26705467055
83	947979.02369783		2105041.50742713	3167.66128871178
84	947990.602984468	2105039.89062102	3169.38994203917
85	948007.924532578	2105038.52652696	3172.53315952571
86	948017.369966522	2105037.42286079	3174.85565146209
87	948027.191126434	2105036.17645547	3177.1177218293
89	948020.530239391	2105056.83861415	3176.1036060107
90	947992.496964395	2105059.54614157	3169.42678133631
92	947970.847003089	2105062.23315446	3165.86100033401
93	947974.639031001	2105081.55387694	3166.72537890746
94	947985.111407801	2105080.2120345		3168.82902139733
95	947993.590967483	2105079.44124514	3170.76250920583
97	948011.9686169		2105076.47544226	3175.42482093744
98	948021.223789027	2105075.74026241	3178.01857779788
99	948031.841750507	2105074.53858684	3180.67382449573

