1	948015.8561	2105104.456	3181.68399
2	947998.7477	2105093.071	3175.074448
3	948013.0497	2105090.902	3179.003475
4	948027.3637	2105089.313	3183.069496
6	948040.3048	2105072.831	3184.193445
7	948025.908	2105074.897	3180.686657
8	948011.356	2105076.315	3176.955122
10	947982.5747	2105079.771	3169.718904
11	947980.8245	2105065.847	3168.868474
12	947995.3019	2105063.719	3172.021325
13	948009.7064	2105061.729	3175.461771
14	948024.0432	2105059.701	3178.8894
15	948038.8062	2105057.538	3182.140977
16	948036.5812	2105043.718	3180.805005
17	948021.9318	2105045.566	3177.723045
18	948007.7399	2105047.31	3174.571419
19	947993.3423	2105049.105	3171.451157
20	947978.7122	2105051.01	3168.668565
21	947976.6246	2105039.989	3168.565096
22	947990.9728	2105036.709	3171.19497
23	948019.2076	2105029.995	3177.29769
24	948033.6404	2105026.967	3180.114782
25	948031.6961	2105015.938	3179.871001
26	948017.0352	2105017.123	3177.144585
27	948002.5876	2105018.085	3173.956748
28	947988.4756	2105020.821	3171.308783
29	947971.2773	2105022.295	3168.51701
30	948000.1911	2105003.42	3173.881082
