1	948015.896	2105104.475	3179.569121
2	947998.6157	2105093.146	3172.967397
3	948012.7351	2105090.978	3176.997023
4	948026.797	2105089.395	3180.887446
5	948041.634	2105087.847	3184.770671
6	948040.0501	2105072.884	3182.134216
7	948025.5529	2105074.908	3178.617902
8	948011.1141	2105076.345	3174.871688
9	947996.8521	2105078.168	3171.174166
10	947982.5662	2105079.818	3167.709468
13	948009.3779	2105061.719	3173.282824
14	948023.8311	2105059.597	3176.819082
15	948038.4576	2105057.616	3180.099623
16	948036.2132	2105043.898	3178.731404
17	948021.5026	2105045.586	3175.62128
18	948007.5053	2105047.418	3172.489997
20	947978.6713	2105051.146	3166.699379
21	947976.5446	2105040.108	3166.637762
22	947990.8872	2105036.84	3169.192736
23	948018.9098	2105030.066	3175.264079
24	948033.2999	2105026.993	3178.15685
26	948016.8611	2105017.198	3175.23617
27	948002.4628	2105018.073	3172.018905
78	948000.23	2105028.38	3171.91
79	947998.92	2105018.38	3171.11
80	947998.52	2105008.47	3172.43
81	947968.71	2105042.61	3166.16
83	947990.55	2105039.93	3169.36
84	948007.85	2105038.56	3172.48
85	948017.26	2105037.45	3174.79
86	948027.06	2105036.20	3177.05
87	948020.34	2105056.85	3176.03
89	947992.39	2105059.57	3169.33
90	947970.55	2105062.01	3165.79
92	947974.52	2105081.57	3166.68
93	947993.48	2105079.43	3170.67
