1	948015.7792	2105104.442	3181.652111
2	947998.6942	2105093.063	3175.014406
3	948012.9828	2105090.893	3178.969825
4	948027.2803	2105089.301	3183.03243
5	948041.8479	2105087.664	3186.71126
6	948040.2177	2105072.826	3184.165373
8	948011.2782	2105076.313	3176.908493
11	947980.8056	2105065.86	3168.845868
12	947995.2549	2105063.725	3171.966368
13	948009.6338	2105061.727	3175.400208
15	948038.7174	2105057.54	3182.111147
16	948036.5025	2105043.716	3180.760474
17	948021.8411	2105045.577	3177.665695
18	948007.6738	2105047.323	3174.515072
19	947993.3109	2105049.122	3171.404762
20	947978.7029	2105051.024	3168.655683
21	947976.6178	2105040.001	3168.554269
22	947990.942	2105036.729	3171.164342
23	948019.1327	2105030.024	3177.265475
24	948033.5571	2105026.987	3180.089203
25	948031.6279	2105015.964	3179.860399
26	948016.9609	2105017.158	3177.136203
27	948002.524	2105018.123	3173.936601
28	947988.4536	2105020.842	3171.300116
29	947971.2678	2105022.304	3168.515093
30	948000.1542	2105003.44	3173.887002
