1	948015.72	2105104.43	3181.60
2	947998.61	2105093.10	3174.92
3	948012.89	2105090.90	3178.90
4	948027.18	2105089.32	3182.98
5	948041.74	2105087.67	3186.65
6	948040.11	2105072.84	3184.11
8	948011.20	2105076.31	3176.83
9	947996.84	2105078.03	3173.13
11	947980.80	2105065.90	3168.81
12	947995.19	2105063.75	3171.89
13	948009.53	2105061.73	3175.32
15	948038.61	2105057.53	3182.03
16	948036.37	2105043.73	3180.69
17	948021.71	2105045.58	3177.59
18	948007.61	2105047.35	3174.43
19	947993.28	2105049.16	3171.35
20	947978.70	2105051.05	3168.63
21	947976.61	2105040.02	3168.53
22	947990.92	2105036.77	3171.12
23	948019.02	2105030.06	3177.21
24	948033.45	2105027.02	3180.04
25	948031.52	2105016.00	3179.84
26	948016.89	2105017.20	3177.11
27	948002.47	2105018.16	3173.93
28	947988.42	2105020.88	3171.29
29	947971.24	2105022.32	3168.51
30	948000.11	2105003.47	3173.88

