1	948006.3279	2105117.5357	3179.2460
3	948004.8280	2105097.8303	3176.6150
4	948003.8364	2105078.4025	3175.4550
5	948002.7389	2105067.7825	3175.1390
6	948001.4067	2105047.9711	3173.6680
7	948001.0820	2105038.3593	3173.7250
8	948000.7194	2105027.5869	3173.5330
9	947999.6471	2105017.5706	3172.1680
10	947999.3261	2105007.5762	3172.9690
11	947998.6220	2104997.8425	3173.1320
12	947968.8408	2105041.8444	3166.8340
13	947978.8627	2105041.0957	3168.6560
15	948009.0244	2105037.9738	3174.9050
16	948018.6896	2105036.9299	3177.2230
17	948028.7498	2105035.9059	3179.3290
18	948031.4256	2105055.2517	3180.7880
21	947982.0647	2105060.4880	3169.3020
22	947970.6355	2105062.1372	3166.5970
23	947984.5532	2105080.1670	3170.5300
24	947993.8727	2105079.4223	3172.9350
25	948013.5374	2105077.0312	3177.6210
26	948022.8890	2105076.2963	3180.1080
27	948033.5465	2105075.0278	3182.6060
