1	948006.3317	2105117.5146	3179.2344
2	948005.5628	2105107.4622	3177.6427
3	948004.8207	2105097.8111	3176.5690
4	948003.8353	2105078.3861	3175.3973
5	948002.7438	2105067.7697	3175.0688
6	948001.4096	2105047.9748	3173.6087
7	948001.0820	2105038.3715	3173.6739
8	948000.7122	2105027.6121	3173.4947
9	947999.6379	2105017.5950	3172.1416
10	947999.3160	2105007.5978	3172.9503
11	947998.6196	2104997.8543	3173.1218
12	947968.8547	2105041.8526	3166.8180
13	947978.8720	2105041.1063	3168.6272
14	947990.6977	2105039.2961	3171.0202
15	948009.0131	2105037.9908	3174.8462
16	948018.6714	2105036.9452	3177.1570
17	948028.7305	2105035.9119	3179.2620
18	948031.4006	2105055.2404	3180.7069
19	948022.1159	2105057.0508	3178.6071
21	947982.0769	2105060.4967	3169.2650
22	947970.6481	2105062.1443	3166.5757
23	947984.5698	2105080.1671	3170.4902
24	947993.8729	2105079.4252	3172.8791
25	948013.5036	2105077.0205	3177.5628
26	948022.8393	2105076.2937	3180.0503
27	948033.4885	2105075.0295	3182.5476
