1	948006.3248	2105117.5409	3179.2460
3	948004.8294	2105097.8306	3176.6120
4	948003.8433	2105078.4001	3175.4620
5	948002.7397	2105067.7814	3175.1400
6	948001.4023	2105047.9690	3173.6790
7	948001.0858	2105038.3562	3173.7320
8	948000.7139	2105027.5934	3173.5430
9	947999.6357	2105017.5781	3172.1750
10	947999.3150	2105007.5840	3172.9740
11	947998.6234	2104997.8417	3173.1340
12	947968.8544	2105041.8409	3166.8370
13	947978.8668	2105041.0919	3168.6590
15	948009.0235	2105037.9779	3174.9200
16	948018.6823	2105036.9360	3177.2410
17	948028.7432	2105035.9171	3179.3450
18	948031.4344	2105055.2501	3180.7990
19	948022.1514	2105057.0529	3178.7020
21	947982.0634	2105060.4832	3169.3090
22	947970.6404	2105062.1371	3166.6040
24	947993.8743	2105079.4190	3172.9400
25	948013.5388	2105077.0349	3177.6330
26	948022.8903	2105076.3014	3180.1200
27	948033.5378	2105075.0411	3182.6140
