140
-1000.0         3173.1         
-310.4229125977	3173.1 
-303.9220886230	3146.0280761719
-289.8369140625	3146.0280761719
-286.5865173340	3124.0822753906
-283.3360595703	3122.8630371094
-280.0856628418	3116.3237304688
-277.9187011719	3114.8828125000
-276.8352355957	3113.2202148438
-275.7517700195	3112.6662597656
-274.6682739258	3111.8903808594
-272.5013427734	3110.2277832031
-270.3344116211	3109.5627441406
-259.4996643066	3100.8066406250
-200.9920349121	3103.1342773438
-168.4878234863	3104.6857910156
-124.0653991699	3108.4543457031
-0.5493164062	3132.3950195312
11.3688659668	3134.8334960938
16.7862548828	3136.6069335938
31.9548950195	3137.7153320312
33.0383911133	3138.3803710938
36.2887878418	3140.3754882812
41.7061462402	3141.5944824219
43.8731079102	3144.2546386719
47.1235656738	3149.0207519531
52.5409240723	3153.0107421875
63.3756713867	3157.0009765625
74.2104187012	3161.2126464844
79.6277770996	3163.8728027344
88.2955322266	3165.0920410156
90.4625244141	3163.9836425781
91.5459594727	3158.9960937500
92.6294250488	3147.6906738281
93.7128906250	3135.3876953125
94.7963867188	3119.7597656250
95.8798828125	3114.9936523438
98.0468139648	3107.4567871094
99.1302490234	3103.2451171875
104.5477294922	3103.2451171875
109.9649963379	3105.3508300781
117.5493774414	3107.9001464844
125.1336669922	3110.6711425781
135.9684448242	3111.4470214844
142.4691772461	3112.9987792969
166.3057250977	3115.5478515625
192.3090820312	3118.4296875000
204.2272338867	3119.4272460938
213.9785766602	3120.5356445312
223.7297363281	3123.7497558594
232.3975830078	3125.0798339844
243.2323608398	3125.9665527344
252.9835815430	3126.5207519531
261.6513671875	3126.5207519531
262.7348632812	3127.0749511719
271.4027099609	3127.9616699219
274.6530761719	3131.0651855469
280.0704345703	3132.1733398438
299.5729980469	3132.7275390625
313.6581420898	3133.0600585938
319.0755615234	3133.7250976562
327.7433471680	3134.2792968750
333.1607055664	3137.4936523438
335.3276367188	3141.0402832031
339.6614990234	3149.3532714844
343.9954223633	3152.5673828125
351.5797729492	3153.4541015625
353.7467041016	3156.3359375000
355.9136352539	3160.7692871094
360.2475585938	3168.8603515625
364.5814208984	3172.8505859375
374.3327026367	3172.1855468750
390.5847778320	3171.2988281250
406.8369140625	3170.7446289062
410.0873413086	3169.0820312500
423.0889892578	3167.7521972656
429.5899047852	3167.4196777344
450.1758422852	3167.5305175781
452.3428344727	3165.3137207031
453.4263305664	3160.6584472656
455.5932617188	3156.7792968750
457.7602539062	3153.6757812500
459.9271850586	3138.9345703125
462.0941162109	3131.3977050781
463.1776123047	3127.9616699219
466.4279785156	3119.4272460938
469.6784667969	3125.4123535156
470.7619018555	3127.0749511719
480.5131835938	3129.8459472656
484.0467224121	3131.7133789062
577.2000122070	3132.8876953125
645.8392944336	3134.4536132812
680.1589355469	3135.7585449219
699.7702026367	3138.4987792969
709.5758056641	3140.4562988281
714.4786376953	3144.7624511719
724.2841796875	3160.5517578125
734.0898437500	3166.6848144531
738.9925537109	3168.7724609375
768.4094848633	3169.1640625000
802.7291259766	3168.3811035156
817.4375000000	3168.9030761719
837.0487060547	3168.9030761719
886.0768432617	3168.6420898438
895.8824462891	3169.0334472656
905.6879882812	3168.6420898438
920.3964843750	3169.0334472656
930.2020874023	3169.0334472656
1013.5498046875	3168.6420898438
1023.3554687500	3168.7724609375
1042.9666748047	3168.6420898438
1116.5087890625	3168.6420898438
1459.7052001953	3168.7724609375
1807.8043212891	3168.7724609375
1871.5407714844	3168.9030761719
1905.8605957031	3169.2944335938
1999.0139160156	3169.2944335938
2028.4305419922	3169.4250488281
2057.8474121094	3169.4250488281
2067.6533203125	3169.5554199219
2087.2641601562	3169.2944335938
2116.6811523438	3169.5554199219
2268.6682128906	3169.2944335938
2317.6962890625	3169.4250488281
2356.9187011719	3169.5554199219
2396.1411132812	3170.2080078125
2450.0720214844	3169.6860351562
2464.7802734375	3170.3383789062
2484.3916015625	3169.9470214844
2499.1000976562	3170.2080078125
2528.5166015625	3169.6860351562
2538.3225097656	3170.2080078125
2553.0310058594	3168.9030761719
2572.6420898438	3168.7724609375
2606.9616699219	3169.6860351562
