1	948058.627	2105081.714	3187.014
2	948054.582	2105057.761	3183.397
3	948052.405	2105041.035	3181.906
4	948049.844	2105021.321	3180.995
5	948038.434	2105102.386	3184.474
6	948035.890	2105081.462	3180.787
7	948033.746	2105061.826	3177.717
8	948031.926	2105041.977	3177.545
9	948029.333	2105022.024	3177.220
10	948026.473	2105004.104	3177.236
11	948016.354	2105102.757	3177.088
12	948015.013	2105084.775	3175.056
13	948012.293	2105065.754	3173.378
14	948007.841	2105042.867	3172.361
15	948006.484	2105026.072	3172.492
16	948003.134	2105004.025	3172.333
17	947981.807	2105007.979	3168.510
19	947987.383	2105048.445	3168.370
20	947989.400	2105068.274	3168.078
21	947991.594	2105088.360	3169.025
23	947971.974	2105108.977	3164.685
24	947969.770	2105088.770	3163.836
25	947967.466	2105068.815	3163.698
26	947965.121	2105049.417	3164.125
27	947962.890	2105030.826	3164.827
28	947960.944	2105011.473	3165.844
29	947931.272	2105006.755	3161.746
30	947935.092	2105033.900	3159.139
31	947937.606	2105064.607	3156.911
32	947939.555	2105091.489	3155.454
33	947941.870	2105123.514	3155.063
34	947918.627	2105108.477	3147.096
35	947915.958	2105083.973	3147.843
36	947912.875	2105055.481	3149.615
37	947909.681	2105025.960	3152.435
38	947898.475	2105122.163	3137.922
39	947895.834	2105093.447	3139.959
40	947892.643	2105064.941	3142.406
41	947890.314	2105040.650	3145.521
42	947887.787	2105014.932	3149.410
43	947865.317	2105047.966	3135.866
44	947873.352	2105080.934	3132.432
