1	948058.505	2105081.621	3188.681
2	948054.306	2105057.732	3185.886
3	948052.292	2105040.991	3183.532
4	948049.829	2105021.321	3182.148
5	948038.431	2105102.358	3185.909
6	948035.861	2105081.328	3182.891
7	948033.812	2105061.750	3178.395
8	948031.917	2105041.998	3178.715
9	948029.318	2105022.029	3178.168
10	948026.476	2105004.135	3178.257
11	948016.392	2105102.678	3178.658
12	948014.938	2105084.668	3176.429
13	948012.310	2105065.739	3174.688
14	948007.838	2105042.915	3173.634
15	948006.492	2105026.098	3173.757
16	948003.113	2105003.990	3173.655
17	947981.746	2105008.010	3169.430
18	947985.507	2105027.280	3169.434
19	947987.319	2105048.359	3169.890
20	947989.420	2105068.301	3169.895
21	947991.549	2105088.323	3170.684
22	947993.350	2105107.658	3172.181
23	947972.014	2105108.955	3166.180
24	947969.793	2105088.796	3165.348
25	947967.473	2105068.790	3165.000
26	947965.167	2105049.429	3165.172
27	947962.899	2105030.831	3165.665
28	947960.921	2105011.490	3166.856
29	947931.138	2105006.825	3163.617
30	947935.006	2105033.932	3161.012
31	947937.449	2105064.619	3158.702
32	947939.552	2105091.413	3157.192
33	947941.713	2105123.671	3157.205
34	947918.366	2105108.579	3149.309
35	947915.881	2105083.989	3149.804
36	947912.811	2105055.542	3151.668
37	947909.638	2105025.934	3154.301
38	947898.251	2105122.144	3140.837
39	947895.890	2105093.437	3139.927
40	947892.706	2105064.926	3142.361
41	947890.363	2105040.640	3145.491
42	947887.816	2105014.920	3149.392
43	947865.180	2105048.092	3137.887
44	947873.284	2105081.011	3135.129
