1	948058.527	2105081.624	3188.685
2	948054.349	2105057.731	3185.891
3	948052.319	2105040.997	3183.535
4	948049.858	2105021.323	3182.147
5	948038.435	2105102.372	3185.916
6	948035.879	2105081.340	3182.898
8	948031.939	2105042.006	3178.714
9	948029.340	2105022.035	3178.167
10	948026.499	2105004.140	3178.253
11	948016.395	2105102.688	3178.662
12	948014.954	2105084.674	3176.435
13	948012.331	2105065.743	3174.691
14	948007.858	2105042.920	3173.637
15	948006.514	2105026.106	3173.757
16	948003.134	2105003.998	3173.654
17	947981.761	2105008.018	3169.431
18	947985.525	2105027.288	3169.434
19	947987.333	2105048.369	3169.887
20	947989.438	2105068.310	3169.896
21	947991.564	2105088.330	3170.685
22	947993.381	2105107.659	3172.249
23	947972.020	2105108.961	3166.186
24	947969.804	2105088.800	3165.348
25	947967.488	2105068.795	3164.999
26	947965.181	2105049.435	3165.172
27	947962.912	2105030.841	3165.666
28	947960.932	2105011.498	3166.858
29	947931.146	2105006.832	3163.618
30	947935.023	2105033.937	3161.012
31	947937.461	2105064.627	3158.703
32	947939.565	2105091.420	3157.193
33	947941.719	2105123.679	3157.208
34	947918.373	2105108.580	3149.306
35	947915.891	2105083.989	3149.803
36	947912.819	2105055.544	3151.669
37	947909.655	2105025.939	3154.301
38	947898.261	2105122.149	3140.839
39	947895.707	2105093.403	3141.675
40	947892.556	2105064.974	3144.064
41	947890.265	2105040.665	3147.081
42	947887.637	2105014.960	3151.352
43	947865.189	2105048.092	3137.887
44	947873.298	2105081.009	3135.132
