1	948058.644	2105081.713	3187.017
2	948054.600	2105057.763	3183.396
3	948052.415	2105041.044	3181.908
4	948049.858	2105021.330	3180.994
5	948038.467	2105102.374	3184.471
6	948035.925	2105081.448	3180.786
7	948033.783	2105061.813	3177.718
8	948031.961	2105041.964	3177.544
9	948029.365	2105022.012	3177.220
10	948026.498	2105004.097	3177.235
11	948016.392	2105102.742	3177.089
12	948015.048	2105084.762	3175.055
13	948012.325	2105065.744	3173.378
14	948007.872	2105042.857	3172.357
15	948006.512	2105026.065	3172.487
16	948003.159	2105004.017	3172.325
17	947981.832	2105007.971	3168.508
18	947985.538	2105027.293	3168.424
19	947987.420	2105048.435	3168.365
20	947989.438	2105068.263	3168.074
21	947991.634	2105088.348	3169.022
23	947972.008	2105108.969	3164.687
24	947969.804	2105088.761	3163.833
25	947967.487	2105068.812	3163.697
26	947965.140	2105049.413	3164.124
27	947962.908	2105030.823	3164.828
28	947960.958	2105011.469	3165.842
29	947931.297	2105006.750	3161.744
30	947935.121	2105033.895	3159.134
31	947937.645	2105064.599	3156.911
32	947939.596	2105091.482	3155.450
33	947941.909	2105123.506	3155.056
34	947918.668	2105108.469	3147.084
35	947915.997	2105083.970	3147.838
36	947912.901	2105055.479	3149.607
37	947909.709	2105025.956	3152.431
38	947898.477	2105122.160	3137.908
39	947895.864	2105093.443	3139.938
40	947892.664	2105064.937	3142.386
41	947890.336	2105040.648	3145.510
42	947887.808	2105014.932	3149.402
43	947865.341	2105047.968	3135.860
44	947873.378	2105080.931	3132.416
