1	948058.609	2105081.716	3187.009
2	948054.563	2105057.760	3183.395
3	948052.381	2105041.038	3181.907
4	948049.824	2105021.324	3180.995
5	948038.416	2105102.375	3184.477
6	948035.873	2105081.458	3180.788
7	948033.728	2105061.829	3177.718
8	948031.894	2105041.986	3177.540
9	948029.312	2105022.030	3177.223
10	948026.454	2105004.109	3177.242
11	948016.324	2105102.743	3177.090
12	948014.994	2105084.779	3175.053
13	948012.275	2105065.758	3173.380
14	948007.804	2105042.880	3172.357
15	948006.463	2105026.078	3172.492
16	948003.119	2105004.026	3172.333
17	947981.795	2105007.983	3168.509
18	947985.060	2105027.309	3168.339
19	947987.369	2105048.448	3168.370
20	947989.388	2105068.277	3168.083
21	947991.588	2105088.365	3169.020
22	947993.436	2105107.745	3170.777
23	947971.965	2105108.981	3164.692
24	947969.762	2105088.772	3163.835
25	947967.451	2105068.819	3163.698
26	947965.107	2105049.421	3164.127
27	947962.878	2105030.828	3164.826
28	947960.935	2105011.473	3165.844
29	947931.264	2105006.757	3161.745
30	947935.082	2105033.903	3159.139
31	947937.600	2105064.609	3156.911
32	947939.549	2105091.492	3155.455
33	947941.790	2105123.529	3155.059
34	947918.605	2105108.484	3147.097
35	947915.949	2105083.977	3147.846
36	947912.866	2105055.485	3149.621
37	947909.677	2105025.961	3152.436
38	947898.394	2105122.163	3137.930
39	947895.821	2105093.452	3139.967
40	947892.635	2105064.944	3142.415
41	947890.309	2105040.653	3145.531
42	947887.785	2105014.932	3149.422
43	947865.317	2105047.971	3135.873
44	947873.348	2105080.939	3132.441
