-212.50	3102.36	3102.81
-212.25	3102.36	3102.81
-212.00	3102.37	3102.82
-211.75	3102.38	3102.84
-211.50	3102.39	3102.85
-211.25	3102.39	3102.86
-211.00	3102.40	3102.88
-210.75	3102.42	3102.88
-210.50	3102.42	3102.89
-210.25	3102.43	3102.90
-210.00	3102.44	3102.91
-209.75	3102.45	3102.93
-209.50	3102.45	3102.93
-209.25	3102.47	3102.94
-209.00	3102.46	3102.96
-208.75	3102.48	3102.96
-208.50	3102.48	3102.97
-208.25	3102.49	3102.99
-208.00	3102.49	3103.00
-207.75	3102.49	3103.01
-207.50	3102.50	3103.01
-207.25	3102.51	3103.02
-207.00	3102.52	3103.03
-206.75	3102.53	3103.03
-206.50	3102.53	3103.05
-206.25	3102.54	3103.06
-206.00	3102.55	3103.06
-205.75	3102.55	3103.08
-205.50	3102.56	3103.08
-205.25	3102.57	3103.10
-205.00	3102.58	3103.11
-204.75	3102.58	3103.13
-204.50	3102.58	3103.13
-204.25	3102.60	3103.15
-204.00	3102.61	3103.16
-203.75	3102.61	3103.16
-203.50	3102.62	3103.18
-203.25	3102.63	3103.19
-203.00	3102.65	3103.21
-202.75	3102.65	3103.21
-202.50	3102.66	3103.23
-202.25	3102.66	3103.23
-202.00	3102.66	3103.24
-201.75	3102.68	3103.25
-201.50	3102.69	3103.27
-201.25	3102.70	3103.28
-201.00	3102.70	3103.29
-200.75	3102.72	3103.30
-200.50	3102.73	3103.31
-200.25	3102.73	3103.32
-200.00	3102.75	3103.33
-199.75	3102.75	3103.35
-199.50	NaN	NaN
-199.25	NaN	NaN
-199.00	NaN	NaN
-198.75	NaN	NaN
-198.50	NaN	NaN
-198.25	NaN	NaN
-198.00	NaN	NaN
-197.75	NaN	NaN
-197.50	NaN	NaN
-197.25	NaN	NaN
-197.00	NaN	NaN
-196.75	NaN	NaN
-196.50	NaN	NaN
-196.25	NaN	NaN
-196.00	NaN	NaN
-195.75	NaN	NaN
-195.50	NaN	NaN
-195.25	NaN	NaN
-195.00	NaN	NaN
-194.75	NaN	NaN
-194.50	NaN	NaN
-194.25	NaN	NaN
-194.00	NaN	NaN
-193.75	NaN	NaN
-193.50	NaN	NaN
-193.25	NaN	NaN
-193.00	NaN	NaN
-192.75	NaN	NaN
-192.50	NaN	NaN
-192.25	NaN	NaN
-192.00	NaN	NaN
-191.75	NaN	NaN
-191.50	NaN	NaN
-191.25	NaN	NaN
-191.00	NaN	NaN
-190.75	NaN	NaN
-190.50	NaN	NaN
-190.25	NaN	NaN
-190.00	NaN	NaN
-189.75	NaN	NaN
-189.50	NaN	NaN
-189.25	NaN	NaN
-189.00	NaN	NaN
-188.75	NaN	NaN
-188.50	NaN	NaN
-188.25	NaN	NaN
-188.00	NaN	NaN
-187.75	NaN	NaN
-187.50	NaN	NaN
-187.25	NaN	NaN
-187.00	NaN	NaN
-186.75	NaN	NaN
-186.50	NaN	NaN
-186.25	NaN	NaN
-186.00	NaN	NaN
-185.75	NaN	NaN
-185.50	NaN	NaN
-185.25	NaN	NaN
-185.00	NaN	NaN
-184.75	NaN	NaN
-184.50	NaN	NaN
-184.25	NaN	NaN
-184.00	NaN	NaN
-183.75	NaN	NaN
-183.50	NaN	NaN
-183.25	NaN	NaN
-183.00	NaN	NaN
-182.75	NaN	NaN
-182.50	NaN	NaN
-182.25	NaN	NaN
-182.00	NaN	NaN
-181.75	NaN	NaN
-181.50	NaN	NaN
-181.25	NaN	NaN
-181.00	NaN	NaN
-180.75	NaN	NaN
-180.50	NaN	NaN
-180.25	NaN	NaN
-180.00	NaN	NaN
-179.75	NaN	NaN
-179.50	NaN	NaN
-179.25	NaN	NaN
-179.00	NaN	NaN
-178.75	NaN	NaN
-178.50	NaN	NaN
-178.25	NaN	NaN
-178.00	NaN	NaN
-177.75	NaN	NaN
-177.50	NaN	NaN
-177.25	NaN	NaN
-177.00	NaN	NaN
-176.75	NaN	NaN
-176.50	NaN	NaN
-176.25	NaN	NaN
-176.00	NaN	NaN
-175.75	NaN	NaN
-175.50	NaN	NaN
-175.25	NaN	NaN
-175.00	NaN	NaN
-174.75	NaN	NaN
-174.50	NaN	NaN
-174.25	NaN	NaN
-174.00	NaN	NaN
-173.75	NaN	NaN
-173.50	NaN	NaN
-173.25	NaN	NaN
-173.00	NaN	NaN
-172.75	NaN	NaN
-172.50	NaN	NaN
-172.25	NaN	NaN
-172.00	NaN	NaN
-171.75	NaN	NaN
-171.50	NaN	NaN
-171.25	NaN	NaN
-171.00	NaN	NaN
-170.75	NaN	NaN
-170.50	NaN	NaN
-170.25	NaN	NaN
-170.00	NaN	NaN
-169.75	NaN	NaN
-169.50	NaN	NaN
-169.25	NaN	NaN
-169.00	NaN	NaN
-168.75	NaN	NaN
-168.50	NaN	NaN
-168.25	NaN	NaN
-168.00	NaN	NaN
-167.75	NaN	NaN
-167.50	NaN	NaN
-167.25	3104.05	3104.99
-167.00	3104.08	3105.02
-166.75	3104.10	3105.05
-166.50	3104.13	3105.07
-166.25	3104.16	3105.10
-166.00	3104.18	3105.13
-165.75	3104.21	3105.15
-165.50	3104.23	3105.18
-165.25	3104.25	3105.20
-165.00	3104.27	3105.23
-164.75	3104.30	3105.26
-164.50	3104.32	3105.29
-164.25	3104.35	3105.31
-164.00	3104.37	3105.33
-163.75	3104.39	3105.36
-163.50	3104.41	3105.38
-163.25	3104.44	3105.40
-163.00	3104.46	3105.43
-162.75	3104.48	3105.46
-162.50	3104.51	3105.48
-162.25	3104.53	3105.51
-162.00	3104.54	3105.52
-161.75	3104.57	3105.56
-161.50	3104.59	3105.57
-161.25	3104.61	3105.60
-161.00	3104.63	3105.62
-160.75	3104.65	3105.64
-160.50	3104.67	3105.67
-160.25	3104.70	3105.69
-159.75	3104.74	3105.73
-159.50	3104.75	3105.76
-159.25	3104.77	3105.77
-159.00	3104.80	3105.79
-158.75	3104.81	3105.82
-158.50	3104.83	3105.84
-158.25	3104.85	3105.86
-158.00	3104.87	3105.89
-157.75	3104.88	3105.90
-157.50	3104.90	3105.92
-157.25	3104.93	3105.94
-157.00	3104.95	3105.96
-156.75	3104.96	3105.98
-156.50	3104.98	3106.01
-156.25	3105.00	3106.03
-156.00	3105.00	3106.03
-155.50	3105.00	3106.03
-155.25	3105.07	3106.11
-155.00	3105.07	3106.11
-154.75	3105.09	3106.11
-154.50	3105.13	3106.16
-154.25	3105.13	3106.16
-154.00	3105.15	3106.19
-153.75	3105.18	3106.23
-153.50	3105.18	3106.23
-153.00	3105.24	3106.29
-152.50	3105.27	3106.33
-152.25	3105.29	3106.35
-152.00	3105.29	3106.35
-151.75	3105.31	3106.35
-151.50	3105.36	3106.42
-151.25	3105.37	3106.44
-151.00	3105.39	3106.47
-150.75	3105.42	3106.48
-150.50	3105.44	3106.50
-150.25	3105.45	3106.53
-150.00	3105.46	3106.53
-149.75	3105.47	3106.53
-149.50	3105.51	3106.59
-149.25	3105.53	3106.61
-149.00	3105.56	3106.64
-148.75	3105.58	3106.65
-148.50	3105.59	3106.69
-148.25	3105.61	3106.71
-148.00	3105.63	3106.73
-147.75	3105.66	3106.75
-147.50	3105.68	3106.77
-147.25	3105.70	3106.79
-147.00	3105.72	3106.81
-146.75	3105.75	3106.84
-146.50	3105.76	3106.87
-146.25	3105.78	3106.89
-146.00	3105.80	3106.91
-145.75	3105.82	3106.94
-145.50	3105.85	3106.96
-145.25	3105.86	3106.98
-145.00	3105.89	3107.01
-144.75	3105.90	3107.03
-144.50	3105.93	3107.05
-144.25	3105.95	3107.08
-144.00	3105.97	3107.10
-143.75	3106.00	3107.13
-143.50	3106.02	3107.15
-143.25	3106.04	3107.18
-143.00	3106.07	3107.20
-142.75	3106.08	3107.22
-142.50	3106.10	3107.24
-142.25	3106.13	3107.26
-142.00	3106.15	3107.29
-141.75	3106.17	3107.31
-141.50	3106.19	3107.33
-141.25	3106.21	3107.36
-141.00	3106.23	3107.38
-140.75	3106.25	3107.40
-140.50	3106.28	3107.42
-140.25	3106.29	3107.45
-140.00	3106.31	3107.47
-139.75	3106.33	3107.49
-139.50	3106.35	3107.52
-139.25	3106.37	3107.53
-139.00	3106.39	3107.55
-138.75	3106.41	3107.59
-138.50	3106.43	3107.60
-138.25	3106.45	3107.63
-138.00	3106.47	3107.66
-137.75	3106.50	3107.68
-137.50	3106.51	3107.70
-137.25	3106.53	3107.72
-137.00	3106.55	3107.75
-136.75	3106.57	3107.77
-136.50	3106.59	3107.79
-136.25	3106.60	3107.81
-136.00	3106.63	3107.84
